Observation_Day,beta_i_symptomatic,beta_e_asymptomatic,phi_e_prop_asymptomatic,phi_r_recovery,phi_d_mortality,v_vaccination_rate
190.0,0.0025154123653664093,0.12168128646275822,0.16825857275756614,0.05052374903625418,0.000812395121855676,0.0020340096224007237
191.0,0.0025002596027482514,0.12301657699729455,0.1682836674757578,0.05087954947827513,0.0008052790342396304,0.0020330560212684775
192.0,0.0024878301158963796,0.12443690991462698,0.16829830475447824,0.05123101942774293,0.0007978645500744973,0.002031542541316627
193.0,0.0024781818804322313,0.12594426257378227,0.16830181452837772,0.05157673229615115,0.0007901654919172778,0.002029445567120264
194.0,0.0024713559768207542,0.12754014448847542,0.16829360810346772,0.05191528103801379,0.0007821987571319677,0.0020267463306939833
195.0,0.002467375421963371,0.12922551949866323,0.16827319243014796,0.05224529907534088,0.0007739842999050588,0.002023431543915078
196.0,0.002466243941931126,0.1310007263974159,0.16824018386535033,0.05256548210678073,0.0007655450554794884,0.0020194939767170083
197.0,0.0024679447092266944,0.1328653997676782,0.16819432101467163,0.052874610228594715,0.0007569068042331533,0.0020149329595048233
198.0,0.0024724390790730024,0.1348183930955514,0.16813547623394554,0.053171569722166113,0.0007480979751864674,0.0020097547888246327
199.0,0.0024796653710081047,0.1368577065033713,0.16806366537567766,0.053455373814392755,0.0007391493906978794,0.002003973016988103
200.0,0.002489537753816273,0.13898042166192534,0.16797905539102378,0.05372518169912669,0.000730093956391558,0.001997608609147306
201.0,0.002501945302635391,0.14118264657008553,0.1678819694433671,0.05398031512432304,0.0007209663026326942,0.00199068995519332
202.0,0.0025167513058730532,0.1434594729063066,0.1677728892545747,0.05422027190312578,0.0007118023859863608,0.001983252728685602
203.0,0.0025337929051526217,0.14580494853783096,0.16765245448781346,0.05444473579750094,0.0007026390609284085,0.0019753395905939596
204.0,0.0025528811527029105,0.1482120675047222,0.16752145906804763,0.054653582347078844,0.0006935136334954448,0.001966999741659843
